issue_id,severity,certainty,category,study_id,es_id,csv_row,field,current_value,expected_or_review,evidence,source_file,source_locator,recommended_action
I0107,Low,Confirmed,Protocol conformity,pavlov_2023_molsci,es053,54,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0108,Low,Confirmed,Coding,pavlov_2023_molsci,es053,54,measurement_timing,Dark phase,Dark Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0109,Low,Confirmed,Protocol conformity,pavlov_2023_molsci,es054,55,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0110,Low,Confirmed,Coding,pavlov_2023_molsci,es054,55,measurement_timing,Dark phase,Dark Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0111,Low,Confirmed,Protocol conformity,pavlov_2023_molsci,es055,56,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0112,Low,Confirmed,Coding,pavlov_2023_molsci,es055,56,measurement_timing,Dark phase,Dark Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0113,Low,Confirmed,Protocol conformity,pavlov_2023_molsci,es056,57,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0114,Low,Confirmed,Coding,pavlov_2023_molsci,es056,57,measurement_timing,Dark phase,Dark Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0115,Low,Confirmed,Protocol conformity,pavlov_2023_molsci,es057,58,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0116,Low,Confirmed,Coding,pavlov_2023_molsci,es057,58,measurement_timing,Dark phase,Dark Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0117,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es058,59,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0118,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es058,59,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0119,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es059,60,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0120,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es059,60,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0121,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es060,61,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0122,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es060,61,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0123,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es061,62,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0124,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es061,62,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0125,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es062,63,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0126,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es062,63,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0127,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es063,64,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0128,Low,Confirmed,Coding,nishio_2006_intjdevlneur,es063,64,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0129,Low,Confirmed,Coding,uygur_2011_ankarauniv,es064,65,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0130,Low,Confirmed,Coding,uygur_2011_ankarauniv,es064,65,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0131,Low,Confirmed,Coding,uygur_2011_ankarauniv,es065,66,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0132,Low,Confirmed,Coding,uygur_2011_ankarauniv,es065,66,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0133,Low,Confirmed,Coding,uygur_2011_ankarauniv,es066,67,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0134,Low,Confirmed,Coding,uygur_2011_ankarauniv,es066,67,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0135,Low,Confirmed,Coding,uygur_2011_ankarauniv,es067,68,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0136,Low,Confirmed,Coding,uygur_2011_ankarauniv,es067,68,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0137,Low,Confirmed,Coding,uygur_2011_ankarauniv,es068,69,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0138,Low,Confirmed,Coding,uygur_2011_ankarauniv,es068,69,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0139,Low,Confirmed,Coding,uygur_2011_ankarauniv,es069,70,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0140,Low,Confirmed,Coding,uygur_2011_ankarauniv,es069,70,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0141,Low,Confirmed,Coding,uygur_2011_ankarauniv,es070,71,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0142,Low,Confirmed,Coding,uygur_2011_ankarauniv,es070,71,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0143,Low,Confirmed,Coding,uygur_2011_ankarauniv,es071,72,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0144,Low,Confirmed,Coding,uygur_2011_ankarauniv,es071,72,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0145,Low,Confirmed,Coding,morra_1965_physiolrec,es072,73,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0146,Medium,Confirmed,Coding,morra_1965_physiolrec,es072,73,outcome_type,Axiety,Anxiety,"Value is outside Protocol Table 5 categories Anxiety, Depression, or Both.",protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item outcome_type",Correct the category before analysis.
I0147,Low,Confirmed,Coding,morra_1965_physiolrec,es072,73,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0148,Low,Confirmed,Coding,morra_1965_physiolrec,es073,74,exposure_type,Intermitent,Intermittent,Protocol permits Intermittent or Continuous.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_type",Standardize to the protocol spelling.
I0149,Medium,Confirmed,Coding,morra_1965_physiolrec,es073,74,outcome_type,Axiety,Anxiety,"Value is outside Protocol Table 5 categories Anxiety, Depression, or Both.",protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item outcome_type",Correct the category before analysis.
I0150,Low,Confirmed,Coding,morra_1965_physiolrec,es073,74,measurement_timing,Not reported,Not Reported,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0151,Low,Confirmed,Protocol conformity,abramova_2021_front,es074,75,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
I0152,Medium,Confirmed,Coding,abramova_2021_front,es074,75,outcome_type,Axiety,Anxiety,"Value is outside Protocol Table 5 categories Anxiety, Depression, or Both.",protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item outcome_type",Correct the category before analysis.
I0153,Low,Confirmed,Coding,abramova_2021_front,es074,75,measurement_timing,Light phase,Light Phase,Case does not match the protocol's three allowed labels.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item measurement_timing",Standardize the label in the corrected copy.
I0154,Low,Confirmed,Protocol conformity,abramova_2021_front,es075,76,exposure_session_duration_h,24,blank (continuous exposure),Protocol says to populate session duration only for intermittent exposure.,protocol/PCNE_protocol_v.4_111425.docx,"Table 5, item exposure_session_duration","Move 24 h/day to notes if useful, or document a protocol deviation before retaining it."
